,name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng,Hồ sơ khảo sát đình chùa Đồng Kỵ 1987,Hồ sơ khảo sát đình Bảng,Bản vẽ thiết kế (CT,Bản vẽ,Bản vẽ hoàn công (phần việc,Bản vẽ thiết kế kỹ thuật thi công (Phần việc,Bản vẽ thiết kế kỹ thuật. HM,Bản vẽ thiết kế kỹ thuật thi công (Hạng mục,Bản vẽ thiết kế (Hạng mục,Bản vẽ hiện trạng (mặt bằng,Dự án thực nghiệm tu bổ tôn tạo đình Chu Quyến,Hồ sơ viết di tích đình Lỗ Hạnh,Hồ sơ bản vẽ di tích đình Nội,Hồ sơ viết di tích đình Nội,Hồ sơ bản vẽ di tích chùa Yên Viên,Hồ sơ viết di tích chùa Yên Viên,Hồ sơ ảnh di tích chùa Yên Viên,Hồ sơ viết di tích đình Phúc Long,Hồ sơ ảnh di tích đình Phúc Long,Báo cáo đầu tư tu bổ cấp thiết đình Trân Tảo. HM,HSTKBVTC dự án tôn tạo Đền Ngọc Sơn. HM,Hồ sơ ảnh đền Thiên Trường,Hồ sơ thiết kế tu bổ tôn tạo (Hm,Hồ sơ thiết kế kỹ thuật thi công (Hm,Hồ sơ khảo sát tháp Dương Long,Hồ sơ thiết kế tu bổ tháp Đôi,Hồ sơ bản vẽ điện Tây Sơn Tam Kiệt,Hồ sơ khảo sát đình Phù Lão (1982),Hồ sơ khảo sát đình Phù Lão
58,Đình Văn Bồng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6152,http://ditich.vn\upload\images\ditich\Di-V0135.jpg,"Ninh Bình, Gia Viễn, Gia Phương",Đình,,,,,,Đinh Tiên Hoàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Đình thôn Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6151,http://ditich.vn\upload\images\ditich\Di-T0391.jpg,"Ninh Bình, Gia Viễn, Gia Phú",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Năm 2003 xây mới lại toàn bộ,,,Đinh Tiên Hoàng,02 sắc phong,2005 – Cấp tỉnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Đình Ngô Đồng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6150,http://ditich.vn\upload\images\ditich\Di-N0186.jpg,"Ninh Bình, Gia Viễn, Gia Phú",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Tiền tế,,Đức Thánh Nguyễn ( Thánh Điền Điềm Giang),"02 phỗng – cuối Tk 19, 04 sắc phong",271107 – Cấp tỉnh – 2712QĐUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Đình Kính Chúc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6149,http://ditich.vn\upload\images\ditich\Di-K0072.jpg,"Ninh Bình, Gia Viễn, Gia Phú",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Đại bái,,Đinh Bộ Lĩnh và Thân Mẫu,"01 sắc sao – Cảnh Hưng 28 (1767), 01 bia – Thành Thái10 (1898)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Đình Gia Phong,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6148,http://ditich.vn\upload\images\ditich\Di-G0032.jpg,"Ninh Bình, Gia Viễn, Gia Phong",Đình,,,Đại bái,Đại bái,,,"02 bài vị – Cuối Tk18, 01 nghê thờ – Tk19, 21 đạo sắc (không xem được)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Đình Hạ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6147,http://ditich.vn\upload\images\ditich\Di-H0161.jpg,"Ninh Bình, Gia Viễn, Gia Hưng",Đình,,,Tiền bái,Tiền bái,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Đình Chai,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6146,http://ditich.vn\upload\images\ditich\Di-C0154.jpg,"Ninh Bình, Gia Viễn, Gia Hưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Ống muống,đại bái,,"Đức Thánh Nguyễn, Đinh Tiên Hoàng, Lý Thái Tổ, Dương Vân Nga","02 bài vị – cuối TK17, 02 ngai – cuối TK18, đầu TK19, 01 bát hương gỗ – TK19, 01 bát hương gốm – cuối TK19",16012004- cấp tỉnh – 179QĐUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Đình Giá Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6145,http://ditich.vn\upload\images\ditich\Di-G0031.jpg,"Ninh Bình, Gia Viễn, Gia Hòa",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,Đại đình,,"Ngọ Sơn Đại Vương, thân mẫu mẹ Tản Viên Sơn, Tam vị Tản Viên Sơn, Nguyễn Minh Không",,1612004 – cấp tỉnh – 163QĐUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Đình Sào Long,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6144,http://ditich.vn\upload\images\ditich\Di-S0037.jpg,"Ninh Bình, Gia Viễn, Gia Lập",Đình,,,Tiền tế,Tiền tế,,"Triệu Quang Phục, Đông Hải Đại Lượng, Uy Linh Việt Nam Dũng Thú (vua Tàu)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Đình Nam Khoái,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6143,http://ditich.vn\upload\images\ditich\Di-N0185.jpg,"Ninh Bình, Gia Viễn, Gia Lạc",Đình,,,Tiền tế,Tiền tế,,7 vị thành hoàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Đình Đông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6142,http://ditich.vn\upload\images\ditich\Di-D0303.jpg,"Ninh Bình, Gia Viễn, Gia Lạc",Đình,,,Tiền tế,Tiền tế,,7 vị thành hoàng,Sấu đá thành bậc – Cuối TK17; 01 bia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Đình Đoài,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6141,http://ditich.vn\upload\images\ditich\Di-D0302.jpg,"Ninh Bình, Gia Viễn, Gia Lạc",Đình,,,đại bái,Đầu thế kỷ 20,,Thờ Phật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Chùa Mỹ Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6140,http://ditich.vn\upload\images\ditich\Ch-M0075.jpg,"Hưng Yên, Yên Mỹ, Việt Cường",Chùa,,,Tiền đường,Tiền đường,"20°52'57.3""N 106°00'12.4""E",Phật,02 Bia đá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Đình Xuân Tràng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6139,http://ditich.vn\upload\images\ditich\Di-X0047.jpg,"Hưng Yên, Yên Mỹ, Đồng Than",Đình,,Di tích cấp Quốc gia,Đại đình,Đại đình,"20°54'52.0""N 106°00'21.6""E",Nguyễn Công Hiệp,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Chùa Đoan Lễ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6137,http://ditich.vn\upload\images\ditich\Ch-D0266.jpg,"Hải Phòng,Thủy Nguyên, Tam Hưng",Chùa,,,Các công trình mới xây dựng,,"20°56'15.7""N 106°45'10.3""E",Phật,06 Bia,,Thọ Ninh tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Chùa Mai Động,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6138,http://ditich.vn/upload/files/Anh%20hien%20trang%20nam%202009%20(1).JPG,"Hải Phòng,Thủy Nguyên, Liên Khê",Chùa,,,,,"20°59'32.7""N 106°39'05.3""E",Phật,,Bộ VHTT xếp hạng năm 1993,Lễ Sơn cổ tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Đình Bính,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6136,http://ditich.vn\upload\images\ditich\Di-B0108.jpg,"Hải Phòng, Thủy Nguyên, Hoa Động",Đình,,,Xây mới toàn bộ năm 2008,,"20°53'31.7""N 106°39'43.5""E","Hoàng Viết Chiêu, Hoàng Viết Lôi, Phạm Công Tế, Đào Công Trí",+01 Bia thần tích,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Chùa Tả Quan,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6135,http://ditich.vn\upload\images\ditich\Ch-T0358.jpg,"Hải Phòng,Thủy Nguyên, Dương Quan",Chùa,,,Tiền đường,Nhà tổ,"20°53'35.9""N 106°41'07.3""E",Phật,04 Bia,UBND Thành phố - 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Chùa Đông Trúc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6134,http://ditich.vn\upload\images\ditich\Ch-D0265.jpg,"Hải Phòng, Thủy Nguyên, thị trấn Minh Đức",Chùa,,,,,"20°57'23.4""N 106°44'48.4""E",Phật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Đình Mỹ Lộc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6133,http://ditich.vn\upload\images\ditich\Di-M0088.jpg,"Hải Phòng, Tiên Lãng, Tiến Thắng",Đình,,Di tích cấp Tỉnh,Đại đình,Đại đình,"20°41'25.5""N 106°37'30.0""E",5 vị,01 Hương án,UBND Tỉnh – 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Chùa Thắng Phúc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6132,http://ditich.vn\upload\images\ditich\Ch-T0356.jpg,"Hải Phòng, Tiên Lãng, Tiến Thắng",Chùa,,,Tiền đường,Tiền đường,"20°41'51.0""N 106°37'16.9""E",Phật,02 Tượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Đình Xa Vĩ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6131,http://ditich.vn/upload/files/Dinh%20Xa%20Vi.JPG,"Hải Phòng, Tiên Lãng, Tiến Minh",Đình,,Di tích cấp Tỉnh,Đại đình,,"20°40'28.6""N 106°35'54.8""E",Liêm Bồ,Bia,UBND Tỉnh – 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Chùa Xa Vĩ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6130,http://ditich.vn\upload\images\ditich\Ch-X0033.jpg,"Hải Phòng, Tiên Lãng, Tiến Minh",Chùa,,Di tích cấp Tỉnh,Tiền đường + Thượng điện – 1995,,"20°40'54.0""N 106°35'51.7""E",Phật,01 Cây hương – Vĩnh Thịnh 2 (1706); +02 Rồng bậc thềm – Cuối thế kỷ 17 +03 Bia,UBND Tỉnh – 2008,Phúc Quang tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Chùa Đông Minh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6129,http://ditich.vn\upload\images\ditich\Ch-D0264.jpg,"Hải Phòng, Tiên Lãng, Tiến Minh",Chùa,,Di tích cấp Tỉnh,Tiền đường,Tiền đường,"20°46'59.9""N 106°36'41.2""E",Phật,03 Tượng,UBND Tỉnh - 2006,Đông Phúc tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Nhà ông Nguyễn Văn Thiêm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6128,http://ditich.vn\upload\images\ditich\NC-N0318.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Nhà cổ,,,Nhà chính,Nhà chính,"20°42'31.6""N 106°36'03.5""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Nhà ông Nguyễn Văn Ánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6127,http://ditich.vn\upload\images\ditich\NC-N0317.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Nhà cổ,,,,Nhà chính,"20°42'31.6""N 106°36'03.4""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Nhà bà Nguyễn thị Đé,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6126,http://ditich.vn\upload\images\ditich\NC-N0316.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Nhà cổ,,,Nhà chính; Đinh Dậu niên (1957) - là năm mua ngôi nhà này về dựng lại,Nhà chính,"20°42'31.6""N 106°36'03.3""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Nhà bà Phạm Thị Hay,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6125,http://ditich.vn\upload\images\ditich\NC-P0120.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Nhà cổ,,,,Nhà chính,"20°42'34.3""N 106°36'14.1""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Đình Đốc Hậu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6124,http://ditich.vn\upload\images\ditich\Di-D0299.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Đình,,,Ông muống,Các công trình,"20°42'34.5""N 106°36'12.9""E","5 vị tướng họ Đặng ở thế kỷ 10 (các vị có tên thật là Xuân, Trung, Thọ, Tuấn, Nghiêm)",01 Bia đình – Chính Hoà 2 (1681) +01 Hoành phi – Bảo Đại Nhâm Thân (1932) +03 Bài vị – 01 Cuối thế kỷ 18 ; 02 Bài vị – Thế kỷ 19 +02 Bát hương – Thế kỷ 19 +01 Thần tích - Đầu thế kỷ 20 +06 Sắc phong (sao),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Chùa Đốc Hậu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6123,http://ditich.vn\upload\images\ditich\Ch-D0262.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Chùa,,,Chùa hiện bị sử dụng sai chức năng - làm nhà kho,Tam bảo,"20°42'33.5""N 106°36'10.5""E",Phật,,,Phúc Hậu tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Chùa Minh Thị,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6122,http://ditich.vn\upload\images\ditich\Ch-M0073.jpg,"Hải Phòng, Tiên Lãng, Toàn Thắng",Chùa,,,Tiền đường,Tiền đường,"20°42'24.9""N 106°36'15.0""E",Phật,04 Tượng,,Minh Phúc tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Nhà cổ ông Hoàng Gia Truyền,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6121,http://ditich.vn\upload\images\ditich\NC-H0032.jpg,"Hải Phòng, Tiên Lãng, Tiên Thanh",Nhà cổ,,,Nhà chính,Nhà chính,"20°43'27.9""N 106°31'37.6""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Đền Hà Đới,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6120,http://ditich.vn\upload\images\ditich\De-H0059.jpg,"Hải Phòng, Tiên Lãng, Tiên Thanh",Đền,,,Hậu cung,Hậu cung,"20°43'38.2""N 106°32'03.6""E","thờ Tướng quân Trần Quốc Thành, Băng Ngọc công chúa",01 Khám thờ – Thế kỷ 19 01 Bát hương – Thế kỷ 19 02 Chuỳ – Cuối thế kỷ 18 02 Đại đao – Cuối thế kỷ 18 01 long ngai – Cuối thế kỷ 17 01 Phủ Việt – Cuối thế kỷ 17 03 Sắc Khải Định 9 (1924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Chùa Hà Đới,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6119,http://ditich.vn\upload\images\ditich\Ch-H0158.jpg,"Hải Phòng, Tiên Lãng, Tiên Thanh",Chùa,,,"Tiền đường, Thượng điện - Cuối thế kỷ 20",,"20°43'33.9""N 106°32'04.3""E",Phật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Đình Nam Phong,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6118,http://ditich.vn\upload\images\ditich\Di-N0184.jpg,"Hải Phòng, Tiên Lãng, Kiến Thiết",Đình,,,,Đại đình,"20°40'54.6""N 106°31'47.3""E","TS Đặng Hữu Kỷ, Đô Công đại vương, Đào Công đại vương",03 sắc phong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Miếu An Thạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6117,http://ditich.vn\upload\images\ditich\Mi-A0008.jpg,"Hải Phòng, Tiên Lãng, Kiến Quốc",Miếu,,,Đại bái,Đại bái,"20°41'04.2""N 106°31'44.1""E",Cao Sơn Bản cảnh thành hoàng,Đồ thở,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Chùa An Thạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6116,http://ditich.vn\upload\images\ditich\Ch-A0052.jpg,"Hải Phòng, Tiên Lãng, Kiến Quốc",Chùa,,,Tiền đường,Tam bảo,"20°41'06.2""N 106°31'41.8""E",Phật,+03 Tượng,,Pháp Linh tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Đền Canh Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6115,http://ditich.vn\upload\images\ditich\De-C0065.jpg,"Hải Phòng, Tiên Lãng, Đoàn Lập",Đền,,,Cửa lăng,Đại bái,"20°41'36.7""N 106°34'06.1""E",Kim Sơn thần vương,"Voi đá - Cuối thế kỷ 19 Ngựa đá - Cuối thế kỷ 19 Lăng đá, Ngai thờ, Sập thờ, bình, bát hương - Đầu thế kỷ 20 - Phong cách Bảo Đại Cửa lăng - Đầu thế kỷ 20 01 Bia",,"Đền Đá, Đền Bì",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Đình Tử Đôi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6114,http://ditich.vn\upload\images\ditich\Di-T0390.jpg,"Hải Phòng, Tiên Lãng, Đoàn Lập",Đình,,Di tích cấp Tỉnh,Đại đình,Đại đình,"20°43'53.4""N 106°38'35.1""E",Trần Doãn Đàm,02 Bia,UBND Tỉnh - 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Chùa Vụ Bản,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=5686,http://ditich.vn\upload\images\ditich\Ch-V0116.jpg,"Hải Phòng, An Dương, Tân Tiến",Chùa,Di tích kiến trúc nghệ thuật,,Các công trình xây mới năm 2005,PCNT đầu thế kỷ 21,"20°41'50.0""N 106°33'57.1""E",Phật,04 Tượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Miếu Tiên Đôi Nội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6113,http://ditich.vn\upload\images\ditich\Mi-T0056.jpg,"Hải Phòng, Tiên Lãng, xã Đoàn Lập",Miếu,,Di tích cấp Tỉnh,Đại bái,Đại bái,"20°41'52.1""N 106°33'21.5""E",Nguyễn Chí Minh – Thành hoàng làng,02 Bia – PCNT Thế kỷ 18 (đã bị mờ hết chữ); +01 Cây hương – PCNT thế kỷ 18 +01 Hoành phi - Đầu thế kỷ 20 +01 bát hương – PCNT Thời Mạc (đã bị vỡ miệng) +04 Sắc phong,UBND Tỉnh - 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Chùa Tiên Đôi Nội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6112,http://ditich.vn\upload\images\ditich\Ch-T0355.jpg,"Hải Phòng, Tiên Lãng, Đoàn Lập",Chùa,,Di tích cấp Tỉnh,Tiền đường,Tiền đường,"20°41'53.4""N 106°33'49.9""E",Phật,03 Tượng,UBND Tỉnh - 2007,Sùng Quang tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Đình Cựu Đôi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6111,http://ditich.vn\upload\images\ditich\Di-C0151.jpg,"Hải Phòng, Tiên Lãng, thị trấn Tiên Lãng",Đình,,Di tích cấp Quốc gia,Đại đình,Đại đình,"20°43'26.4""N 106°33'38.8""E",Đào Linh Quang - tướng thời Hai Bà Trưng,+04 Bia,Bộ VHTT xếp hạng di tích năm 1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Chùa Cựu Đôi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6110,http://ditich.vn\upload\images\ditich\Ch-C0157.jpg,"Hải Phòng, Tiên Lãng, thị trấn Tiên Lãng",Chùa,,,Các công trình mới xây dựng lại năm 2001,,"20°43'25.9""N 106°33'01.1""E",Phật,07 Tượng,,Sùng Ân tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Nhà ông Vũ Văn Thước,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6109,http://ditich.vn\upload\images\ditich\NC-V0027.jpg,"Hưng Yên, Yên Mỹ, Trung Hoà",Nhà cổ,,,Nhà chính,Nhà chính,"20°52'27.1""N 106°03'35.3""E",tổ tiên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Đền Mỹ Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6108,http://ditich.vn\upload\images\ditich\De-M0031.jpg,"Hưng Yên, Yên Mỹ, Việt Cường",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền bái,Tiền bái; Nửa cuối thế kỷ 20,"20°52'57.3""N 106°00'12.4""E",thần,01 Bia – PCNT TK 19,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Nghè Thiên Lộc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6106,http://ditich.vn\upload\images\ditich\Mi-T0048.jpg,"Hưng Yên, Yên Mỹ, Trung Hoà",Nghè,,,,,"20°52'27.1""N 106°03'35.3""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Đền Thượng Bùi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6105,http://ditich.vn\upload\images\ditich\De-T0036.jpg,"Hưng Yên, Yên Mỹ, Trung Hoà",Đền,,Di tích cấp Quốc gia,Đại bái,Đại bái- Nửa đầu thế kỷ 20,"20°52'27.1""N 106°03'35.3""E",thần,Đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Đền Vĩnh Hưng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6103,http://ditich.vn\upload\images\ditich\De-V0041.jpg,"Hưng Yên, Yên Mỹ, TT Yên Mỹ",Đền,,,Tiền bái,Tiền bái,"20°53'09.6""N 106°02'13.3""E",thần,01 Chuông,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Đền Thiên Đế,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6102,http://ditich.vn\upload\images\ditich\De-T0172.jpg,"Hưng Yên, Yên Mỹ, Tân Lập",Đền,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Mới xây lại,"20°53'54.2""N 106°02'60.0""E",thần,Bia đá,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Nhà thờ xứ Lực Điền,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6101,http://ditich.vn\upload\images\ditich\NT-L0002.jpg,"Hưng Yên, Yên Mỹ, Liêu Xá",Nhà thờ,,,,Nhà thờ,"20°54'52.1""N 106°03'24.3""E",Phật,Đầu TK 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Đền Hải Thượng Lãn ông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6100,http://ditich.vn\upload\images\ditich\De-H0056.jpg,"Hưng Yên, Yên Mỹ, Liêu Xá",Đền,,Di tích cấp Quốc gia,,Am thờ cô tổ họ Lê (quần thờ Đền) – PCNT Thế kỷ 18,"20°54'52.1""N 106°03'24.3""E",Hải Thượng Lãn ông,Chó đá- Thế kỷ 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Chùa Từ Hồ (Đại bi tự),http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6099,http://ditich.vn\upload\images\ditich\Ch-T0098.jpg,"Hưng Yên, Yên Mỹ, Yên Phú",Chùa,,,,Nhà tổ,"20°53'05.5""N 105°59'13.5""E",Phật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Chùa Bình Phú,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6098,http://ditich.vn\upload\images\ditich\Ch-B0114.jpg,"Hưng Yên, Yên Mỹ, Yên Phú",Chùa,,,,Tiền đường+Thượng điện- Nửa đầu thế kỷ 20,"20°53'05.5""N 105°59'13.5""E",Phật,Tượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Chùa Thành Vàng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6097,http://ditich.vn\upload\images\ditich\Ch-T0324.jpg,"Hưng Yên, Yên Mỹ, Yên Hoà",Chùa,,,Tiền đường,"Tiền đường- Thế kỷ 19, Thượng điện","20°52'18.1""N 105°59'31.8""E",Phật,Thế kỷ 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Chùa Trung Đạo (Sùng Khánh),http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6096,http://ditich.vn\upload\images\ditich\Ch-T0323.jpg,"Hưng Yên, Yên Mỹ, Trung Hưng",Chùa,,Di tích cấp Tỉnh,,Tiền đường,"20°52'20.3""N 106°02'04.7""E",Phật,01 Tượng quan âm – Thế kỷ 18 + Bia đá,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Chùa Tó (Khánh Vân),http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6095,http://ditich.vn\upload\images\ditich\Ch-T0322.jpg,"Hưng Yên, Yên Mỹ, Trung Hoà",Chùa,,,Tiền đường,Tiền đường+ thượng điện,"20°52'27.1""N 106°03'35.3""E",Phật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Chùa Thượng Bùi (Phố Quang),http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6094,http://ditich.vn\upload\images\ditich\Ch-T0056.jpg,"Hưng Yên, Yên Mỹ, Trung Hoà",Chùa,,Di tích cấp Quốc gia,,Tiền đường,"20°52'27.1""N 106°03'35.3""E",Phật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Chùa Long Vĩ ( Long Hoa),http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=6092,http://ditich.vn\upload\images\ditich\Ch-L0121.jpg,"Hưng Yên, Yên Mỹ, Thanh Long",Chùa,,,Tiền đường,Đầu thế kỷ 21,"20°53'26.8""N 106°01'20.0""E",Phật,Bia đá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
